['447', '35', '18', '137', '995']
['216', '984', '931', '445', '284']
['420', '361', '588', '752', '138']
['926', '996', '141', '287', '65']
['461', '803', '132', '483', '353']
['820', '7', '595', '852', '229']
['352', '442', '339', '405', '936']
['362', '814', '639', '17', '954']
['560', '870', '492', '692', '607']
['451', '950', '231', '192', '625']
['178', '823', '966', '148', '863']
['732', '939', '817', '902', '904']
['240', '66', '26', '889', '498']
['808', '875', '337', '5', '453']
['770', '977', '303', '592', '484']
['585', '356', '762', '839', '31']
['621', '538', '250', '99', '764']
['233', '473', '306', '355', '956']
['725', '440', '980', '308', '881']
['848', '342', '598', '24', '513']
['274', '257', '675', '916', '708']
['61', '696', '989', '704', '707']
['393', '507', '733', '525', '730']
['478', '929', '468', '978', '302']
['151', '505', '177', '589', '712']
['576', '188', '384', '685', '330']
['840', '316', '838', '743', '30']
['164', '983', '176', '600', '536']
['632', '986', '601', '39', '879']
['575', '510', '829', '775', '960']
['955', '381', '116', '67', '327']
['446', '769', '74', '620', '359']
['993', '805', '336', '122', '567']
['815', '849', '577', '279', '217']
['208', '346', '407', '226', '431']
['590', '899', '528', '286', '597']
['273', '813', '168', '203', '825']
['893', '824', '901', '424', '957']
['580', '519', '175', '602', '668']
['932', '409', '408', '62', '165']
['197', '113', '976', '179', '149']
['282', '41', '428', '812', '714']
['157', '418', '325', '557', '68']
['809', '721', '552', '174', '804']
['2', '49', '941', '230', '571']
['312', '182', '266', '888', '572']
['72', '494', '388', '502', '579']
['587', '430', '617', '225', '610']
['315', '760', '923', '363', '860']
['623', '222', '276', '948', '204']
['531', '472', '394', '908', '385']
['181', '777', '667', '953', '247']
['504', '425', '924', '882', '434']
['795', '646', '401', '379', '687']
['59', '967', '278', '719', '780']
['262', '816', '514', '126', '124']
['722', '887', '411', '914', '377']
['415', '779', '851', '768', '972']
['873', '933', '46', '370', '42']
['272', '331', '443', '256', '479']
['906', '503', '105', '991', '746']
['245', '324', '548', '52', '305']
['156', '596', '898', '806', '321']
['412', '767', '399', '765', '727']
['110', '511', '582', '374', '334']
['419', '568', '999', '830', '119']
['662', '561', '872', '221', '487']
['835', '679', '480', '198', '380']
['544', '486', '892', '648', '268']
['943', '833', '97', '574', '348']
['34', '400', '927', '195', '351']
['693', '89', '748', '992', '970']
['329', '386', '569', '144', '79']
['392', '249', '366', '63', '988']
['207', '75', '959', '930', '172']
['94', '917', '368', '254', '631']
['158', '297', '53', '975', '652']
['979', '738', '444', '452', '55']
['512', '100', '782', '413', '403']
['32', '95', '717', '194', '16']
['877', '280', '684', '159', '437']
['38', '971', '299', '104', '292']
['747', '82', '608', '763', '462']
['724', '96', '391', '294', '28']
['71', '416', '205', '912', '891']
['163', '367', '238', '19', '134']
['819', '973', '606', '690', '267']
['797', '214', '915', '934', '546']
['616', '252', '781', '88', '603']
['532', '40', '260', '794', '614']
['103', '101', '734', '436', '653']
['320', '718', '949', '622', '699']
['741', '553', '604', '470', '834']
['832', '750', '234', '296', '170']
['3', '458', '911', '874', '751']
['78', '200', '720', '86', '935']
['509', '313', '530', '878', '584']
['554', '649', '469', '108', '545']
['455', '45', '232', '255', '688']
['57', '550', '454', '319', '92']
